;periodo_parlamentario;periodo_anual;legislatura;clean_link;file_name
0;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/37F987A79F6B29A005258C8400627A63/$FILE/Asis_y_vot_de_la_sesión_del_8-5-2025.pdf;000_pp2021_2026_pa2024_2025_leg2.pdf
1;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1D60A776511C3F5605258C82007CFF33/$FILE/Asis_y_vot_de_la_sesión_del_6-5-2025.pdf;001_pp2021_2026_pa2024_2025_leg2.pdf
2;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/67E936FA03BBE5B405258C7C00602CD0/$FILE/Asis_y_vot_de_la_sesión_del_30-4-2025.pdf;002_pp2021_2026_pa2024_2025_leg2.pdf
3;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/7C70D64D8C92E27F05258C7B0082F03D/$FILE/Asis_y_vot_de_la_sesión_del_29-4-2025.pdf;003_pp2021_2026_pa2024_2025_leg2.pdf
4;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/B64757CA10EFE9D505258C75007D1448/$FILE/Asis_y_vot_de_la_sesión_del_23-4-2025.pdf;004_pp2021_2026_pa2024_2025_leg2.pdf
5;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/FE9920EE8AD5FED605258C6E005826A1/$FILE/Asis_y_vot_de_la_sesión_del_16-4-2025.pdf;005_pp2021_2026_pa2024_2025_leg2.pdf
6;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/3614E2EB987B81FF05258C6D0078E33D/$FILE/Asis_y_vot_de_la_sesión_del_15-4-2025.pdf;006_pp2021_2026_pa2024_2025_leg2.pdf
7;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/F86F7EA4B3C6DF1D05258C680060FF88/$FILE/Asis_y_vot_de_la_sesión_del_10-4-2025.pdf;007_pp2021_2026_pa2024_2025_leg2.pdf
8;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D8925F935112CABA05258C680060E08D/$FILE/Asis_y_vot_de_la_sesión_del_9-4-2025.pdf;008_pp2021_2026_pa2024_2025_leg2.pdf
9;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/CF1CCC57C098DDFF05258C61005DCB6B/$FILE/Asis_y_vot_de_la_sesión_del_3-4-2025.pdf;009_pp2021_2026_pa2024_2025_leg2.pdf
10;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/FB75A5250F3F6EC705258C600079A7F3/$FILE/Asis_y_vot_de_la_sesión_del_2-4-2025.pdf;010_pp2021_2026_pa2024_2025_leg2.pdf
11;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/DC2A3CF7C01D9CBA05258C54006533CF/$FILE/Asis_y_vot_de_la_sesión_del_21-3-2025.pdf;011_pp2021_2026_pa2024_2025_leg2.pdf
12;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/2D606681BA57F40905258C5300619267/$FILE/Asis_y_vot_de_la_sesión_del_20-3-2025.pdf;012_pp2021_2026_pa2024_2025_leg2.pdf
13;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/7EFA1DA5B5F6ECEF05258C52007CE883/$FILE/Asis_y_vot_de_la_sesión_del_19-3-2025.pdf;013_pp2021_2026_pa2024_2025_leg2.pdf
14;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8C8FCB1CB48D0BC905258C4C0061CE81/$FILE/Asis_y_vot_de_la_sesión_del_13-3-2025.pdf;014_pp2021_2026_pa2024_2025_leg2.pdf
15;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/770C8995BE47AEAF05258C4B00778D8C/$FILE/Asis_y_vot_de_la_sesión_del__12-3-2025.pdf;015_pp2021_2026_pa2024_2025_leg2.pdf
16;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/3DFB9D734347465105258C45005C5AC9/$FILE/Asis_y_vot_de_la_sesión_del_6-3-2025.pdf;016_pp2021_2026_pa2024_2025_leg2.pdf
17;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/5DA566CD7F78124C05258BF20057DE04/$FILE/Asis_y_vot_de_la_sesión_del_13-12-2024.pdf;017_pp2021_2026_pa2024_2025_leg1.pdf
18;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/BF54FAEC083BBAB605258BF100600304/$FILE/Asis_y_vot_de_la_sesión_del_12-12-2024.pdf;018_pp2021_2026_pa2024_2025_leg1.pdf
19;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/0FDF31DF1706AF1105258BF00060404D/$FILE/Asis_y_vot_de_la_sesión_del_11-12-2024.pdf;019_pp2021_2026_pa2024_2025_leg1.pdf
20;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1D2E248EE121F18D05258BEA0070565A/$FILE/Asis_y_vot_de_la_sesión_del_5-12-2024.pdf;020_pp2021_2026_pa2024_2025_leg1.pdf
21;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/295CFD60A43EBA3205258BE9005E3840/$FILE/Asis_y_vot_de_la_sesión_del_4-12-2024.pdf;021_pp2021_2026_pa2024_2025_leg1.pdf
22;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/66E201AC60D2DAEA05258BE60012FA30/$FILE/Asis_y_vot_de_la_sesión_del_30-11-2024.pdf;022_pp2021_2026_pa2024_2025_leg1.pdf
23;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D2E30E340676DC3D05258BE500043900/$FILE/Asis_y_vot_del_29_11_2024.pdf;023_pp2021_2026_pa2024_2025_leg1.pdf
24;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/5BE9D9C934575A6905258BE3005902FE/$FILE/Asis_y_vot_del_28_11_2024.pdf;024_pp2021_2026_pa2024_2025_leg1.pdf
25;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/9FA06DECD7C933CB05258BE30058BEF7/$FILE/Asis_y_vot_del_27_11_2024.pdf;025_pp2021_2026_pa2024_2025_leg1.pdf
26;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/044A9AB81DF81DE805258BE1007A11E7/$FILE/Asis_y_vot_del_26_11_2024.pdf;026_pp2021_2026_pa2024_2025_leg1.pdf
27;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/36DA964D8B7C547A05258BDD00772364/$FILE/Asis_y_vot_del_22_11_2024.pdf;027_pp2021_2026_pa2024_2025_leg1.pdf
28;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/3A18859F9196262905258BDC00623E7D/$FILE/Asis_y_vot_del_21_11_2024.pdf;028_pp2021_2026_pa2024_2025_leg1.pdf
29;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/BEC45D448058160E05258BDB007F890A/$FILE/Asis_y_vot_del_20_11_2024.pdf;029_pp2021_2026_pa2024_2025_leg1.pdf
30;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1020DAAB696BAD2405258BCE005FF1A5/$FILE/Asis_y_vot_del_7_11_2024.pdf;030_pp2021_2026_pa2024_2025_leg1.pdf
31;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/E2B1F95BB4006FBC05258BCD007AA7A7/$FILE/Asis_y_vot_del_6_11_2024.pdf;031_pp2021_2026_pa2024_2025_leg1.pdf
32;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/3A4308F4F650981C05258BC700610351/$FILE/Asis_y_vot_del_31_10_2024.pdf;032_pp2021_2026_pa2024_2025_leg1.pdf
33;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/FADDB1A57C8E081105258BC60082D4DB/$FILE/Asis_y_vot_del_30_10_2024.pdf;033_pp2021_2026_pa2024_2025_leg1.pdf
34;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/69BC61A9CD925D9805258BB900611152/$FILE/Asis_y_vot_del_17_10_2024.pdf;034_pp2021_2026_pa2024_2025_leg1.pdf
35;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/4FCA4A4E8B40D3E805258BB8006FDC39/$FILE/Asis_y_vot_del_16_10_2024.pdf;035_pp2021_2026_pa2024_2025_leg1.pdf
36;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/87F86BF786CFBEA805258BB6005A74E1/$FILE/Asis_y_vot_del_11_10_2024.pdf;036_pp2021_2026_pa2024_2025_leg1.pdf
37;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/4C32A8F4B57B2F4705258BB200604D14/$FILE/Asis_y_vot_del_10_10_2024.pdf;037_pp2021_2026_pa2024_2025_leg1.pdf
38;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8831534ADCAF817305258BB7007AC84F/$FILE/Asis_sesión_solemne_10_10_2024.pdf;038_pp2021_2026_pa2024_2025_leg1.pdf
39;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1FA40CA72A0FC64805258BB10080DA0E/$FILE/Asis_y_vot_del_9_10_2024.pdf;039_pp2021_2026_pa2024_2025_leg1.pdf
40;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/0C64B5F7B3AD750705258BAB00696E04/$FILE/Asis_y_vot_del_3_10_2024.pdf;040_pp2021_2026_pa2024_2025_leg1.pdf
41;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1C908699DD8C104005258BAA00669A85/$FILE/Asis_del_2_10_2024_Cinf.pdf;041_pp2021_2026_pa2024_2025_leg1.pdf
42;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/FDC425702D62D02105258BA900589C16/$FILE/Asis_del_20_9_2024.pdf;042_pp2021_2026_pa2024_2025_leg1.pdf
43;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8BA0992F3B61AEE305258B9D00597A9A/$FILE/Asis_y_vot_del_19_9_2024.pdf;043_pp2021_2026_pa2024_2025_leg1.pdf
44;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/38C840024DFFF0B805258B9C00775A26/$FILE/Asis_y_vot_del_18_9_2024.pdf;044_pp2021_2026_pa2024_2025_leg1.pdf
45;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/F4DBEEBA1CB0CB2B05258B9B00767F0C/$FILE/Asis_y_vot_del_17_9_2024.pdf;045_pp2021_2026_pa2024_2025_leg1.pdf
46;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/25CFB0D6429F10F205258B960056ADB9/$FILE/Asis_y_vot_del_12_9_2024.pdf;046_pp2021_2026_pa2024_2025_leg1.pdf
47;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/DA38D6E09529508605258B95007A3AC4/$FILE/Asis_y_vot_del_11_9_2024.pdf;047_pp2021_2026_pa2024_2025_leg1.pdf
48;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/BFECD6860F15A69B05258B8F0057BE37/$FILE/Asis_y_vot_del_5_9_2024.pdf;048_pp2021_2026_pa2024_2025_leg1.pdf
49;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/738B6C26098D4AF105258B8E007CF5BE/$FILE/Asis_y_vot_del_4_9_2024.pdf;049_pp2021_2026_pa2024_2025_leg1.pdf
50;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/E4A2FA011872319F05258B8100629CE4/$FILE/Asis_y_vot_del-22_8_2024.pdf;050_pp2021_2026_pa2024_2025_leg1.pdf
51;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/EF9180BFFD6FA57105258B7B0006B3A0/$FILE/Asis_y_vot_del-15-8-2024.pdf;051_pp2021_2026_pa2024_2025_leg1.pdf
52;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/3E4E904E1CA29A1505258B70007F96CD/$FILE/Asis_y_vot_OFICIAL_del-5-8-2024.pdf;052_pp2021_2026_pa2024_2025_leg1.pdf
53;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/777641A5723DA70D05258B6B006F460B/$FILE/Asis_OFICIAL_del_28-7-2024.pdf;053_pp2021_2026_pa2024_2025_leg1.pdf
54;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2024 - 2025;Primera Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/7B08BC12366D7ACA05258B6A004E9518/$FILE/Asistencia_OFICIAL_sesión_de_instalación_27-7-2024.pdf;054_pp2021_2026_pa2024_2025_leg1.pdf
55;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/BCAB1CA86A90932605258B6B00721CAE/$FILE/Asistencia_OFICIAL_del-26-7-2024.pdf;055_pp2021_2026_pa2023_2024_leg2.pdf
56;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8AF9B14048A79D2505258B3D005B4F46/$FILE/Asis_y_vot_de_la_sesión_del_15-6-2024.pdf;056_pp2021_2026_pa2023_2024_leg2.pdf
57;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/14ECDC87E1F8087B05258B3C00697070/$FILE/Asis_y_vot_de_la_sesión_del_14-6-2024.pdf;057_pp2021_2026_pa2023_2024_leg2.pdf
58;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/21CE67187D2E041805258B3B005DA70E/$FILE/Asis_y_vot_de_la_sesión_del_13-6-2024.pdf;058_pp2021_2026_pa2023_2024_leg2.pdf
59;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/99F5DF241219CC3C05258B3A005BD43A/$FILE/Asis_y_vot_de_la_sesión_del_12-6-2024.pdf;059_pp2021_2026_pa2023_2024_leg2.pdf
60;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D27E7F64A137B4A805258B390060C4DA/$FILE/Asis_y_vot_de_la_sesión_del_11-6-2024.pdf;060_pp2021_2026_pa2023_2024_leg2.pdf
61;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/EF0AF29DCB91CC5C05258B340065377D/$FILE/Asis_y_vot_de_la_sesión_del_6-6-2024.pdf;061_pp2021_2026_pa2023_2024_leg2.pdf
62;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/47BB6D8D2B0A29D805258B340009D966/$FILE/Asis_y_vot_de_la_sesión_del_5-6-2024.pdf;062_pp2021_2026_pa2023_2024_leg2.pdf
63;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/B98E778B3233F4C705258B2E00623589/$FILE/Asis_y_vot_de_la_sesión_del_31-5-2024.pdf;063_pp2021_2026_pa2023_2024_leg2.pdf
64;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/63269A17867358D305258B2D0063AE77/$FILE/Asis_y_vot_de_la_sesión_del_30-5-2024.pdf;064_pp2021_2026_pa2023_2024_leg2.pdf
65;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/B963DE0E1557A2E405258B2C007D729B/$FILE/Asis_OFICIAL_de_la_sesión_del_29-5-2024.pdf;065_pp2021_2026_pa2023_2024_leg2.pdf
66;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/10F98D38957AE04805258B20005B5245/$FILE/Asis_OFICIAL_de_la_sesión_del_17-5-2024.pdf;066_pp2021_2026_pa2023_2024_leg2.pdf
67;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/34EDEF9F8375F82B05258B1F0062170A/$FILE/Asis_OFICIAL_de_la_seión_del_16-5-2024.pdf;067_pp2021_2026_pa2023_2024_leg2.pdf
68;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/06F4EA63626BD48405258B1F0003226A/$FILE/Asis_OFICIAL_de_la_seión_del_15-5-2024.pdf;068_pp2021_2026_pa2023_2024_leg2.pdf
69;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/5C5CE6F4DBBFA11D05258B19005D471A/$FILE/Asis_OFICIAL_de_la_seión_del_10-5-2024.pdf;069_pp2021_2026_pa2023_2024_leg2.pdf
70;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/C69B59B39A64B46E05258B180061F0CA/$FILE/Asis_OFICIAL_de_la_seión_del_9-5-2024.pdf;070_pp2021_2026_pa2023_2024_leg2.pdf
71;Congreso de la República - Periodo Parlamentario 2021 - 2026;Período Anual de Sesiones 2023 - 2024;Segunda Legislatura Ordinaria;https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/E1D07CAA72213FC105258B170081B59D/$FILE/Asis_OFICIAL_de_la_seión_del_8-5-2024.pdf;071_pp2021_2026_pa2023_2024_leg2.pdf
